'sample #','II','AVF','ABP','PAP'
3590,2064,-1200,60,120
3591,2064,-1200,60,120
3592,2064,-1200,60,120
3593,688,800,20,40
3594,688,800,20,40
3595,2064,2400,60,120
3596,2064,2400,60,120
3597,2064,2400,60,120
3598,2064,2400,60,120
3599,2064,2400,60,120
3600,2064,2400,60,120
3601,688,800,20,40
3602,688,800,20,40
3603,2064,2400,60,120
3604,2064,2400,60,120
3605,2064,2400,60,120
3606,2064,2400,60,120
3607,2064,2400,60,120
3608,2064,2400,60,120
3609,688,800,20,40
3610,688,800,20,40
3611,2064,2400,60,120
3612,2064,2400,60,120
3613,2064,2400,60,120
3614,2064,2400,60,120
3615,2064,2400,60,120
3616,2064,2400,60,120
3617,688,800,20,40
3618,688,800,20,40
3619,2064,2400,60,120
3620,2064,2400,60,120
3621,2064,2400,60,120
3622,2064,2400,60,120
3623,2064,2400,60,120
3624,2064,2400,60,120
3625,688,800,20,40
3626,688,800,20,40
3627,2064,2400,60,120
3628,2064,2400,60,120
3629,2064,2400,60,120
3630,2064,2400,60,120
3631,2064,2400,60,120
3632,2064,2400,60,120
3633,688,800,20,40
3634,688,800,20,40
3635,2064,2400,60,120
3636,2064,2400,60,120
3637,2064,2400,60,120
3638,2064,2400,60,120
3639,2064,2400,60,120
3640,2064,2400,60,120
3641,688,800,20,40
3642,688,800,20,40
3643,2064,2400,60,120
3644,2064,2400,60,120
3645,2064,2400,60,120
3646,2064,2400,60,120
3647,2064,2400,60,120
3648,2064,2400,60,120
3649,688,800,20,40
3650,688,800,20,40
3651,2064,2400,60,120
3652,2064,2400,60,120
3653,2064,2400,60,120
3654,2064,2400,60,120
3655,2064,2400,60,120
3656,2064,2400,60,120
3657,688,800,20,40
3658,688,800,20,40
3659,2064,2400,60,120
3660,2064,2400,60,120
3661,2064,2400,60,120
3662,2064,2400,60,120
3663,2064,2400,60,120
3664,2064,2400,60,120
3665,688,800,20,40
3666,688,800,20,40
3667,2064,2400,60,120
3668,2064,2400,60,120
3669,2064,2400,60,120
3670,2064,2400,60,120
3671,2064,2400,60,120
3672,2064,2400,60,120
3673,688,800,20,40
3674,688,800,20,40
3675,2064,2400,60,120
3676,2064,2400,60,120
3677,2064,2400,60,120
3678,2064,2400,60,120
3679,2064,2400,60,120
3680,2064,2400,60,120
3681,688,800,20,40
3682,688,800,20,40
3683,2064,2400,60,120
3684,2064,2400,60,120
3685,2064,2400,60,120
3686,2064,2400,60,120
3687,2064,2400,60,120
3688,2064,2400,60,120
3689,688,800,20,40
3690,688,800,20,40
3691,2064,2400,60,120
3692,2064,2400,60,120
3693,2064,2400,60,120
3694,2064,2400,60,120
3695,2064,2400,60,120
3696,2064,2400,60,120
3697,688,800,20,40
3698,688,800,20,40
3699,2064,2400,60,120
3700,2064,2400,60,120
3701,2064,2400,60,120
3702,2064,2400,60,120
3703,2064,2400,60,120
3704,2064,2400,60,120
3705,688,800,20,40
3706,688,800,20,40
3707,2064,2400,60,120
3708,2064,2400,60,120
3709,2064,2400,60,120
3710,2064,2400,60,120
3711,2064,2400,60,120
3712,2064,2400,60,120
3713,688,800,20,40
3714,688,800,20,40
3715,2064,2400,60,120
3716,2064,2400,60,120
3717,2064,2400,60,120
3718,688,800,20,40
3719,688,800,20,40
3720,2064,2400,60,120
3721,2064,2400,60,120
3722,2064,2400,60,120
3723,2064,2400,60,120
3724,2064,2400,60,120
3725,2064,2400,60,120
3726,688,800,20,40
3727,688,800,20,40
3728,2064,2400,60,120
3729,2064,2400,60,120
3730,2064,2400,60,120
3731,2064,2400,60,120
3732,2064,2400,60,120
3733,2064,2400,60,120
3734,688,800,20,40
3735,688,800,20,40
3736,2064,2400,60,120
3737,2064,2400,60,120
3738,2064,2400,60,120
3739,2064,2400,60,120
3740,2064,2400,60,120
3741,2064,2400,60,120
3742,688,800,20,40
3743,688,800,20,40
3744,2064,2400,60,120
3745,2064,2400,60,120
3746,2064,2400,60,120
3747,2064,2400,60,120
3748,2064,2400,60,120
3749,2064,2400,60,120
3750,688,800,20,40
3751,688,800,20,40
3752,2064,2400,60,120
3753,2064,2400,60,120
3754,2064,2400,60,120
3755,2064,2400,60,120
3756,2064,2400,60,120
3757,2064,2400,60,120
3758,688,800,20,40
3759,688,800,20,40
3760,2064,2400,60,120
3761,2064,2400,60,120
3762,2064,2400,60,120
3763,2064,2400,60,120
3764,2064,2400,60,120
3765,2064,2400,60,120
3766,688,800,20,40
3767,688,800,20,40
3768,2064,2400,60,120
3769,2064,2400,60,120
3770,2064,2400,60,120
3771,2064,2400,60,120
3772,2064,2400,60,120
3773,2064,2400,60,120
3774,688,800,20,40
3775,688,800,20,40
3776,2064,2400,60,120
3777,2064,2400,60,120
3778,2064,2400,60,120
3779,2064,2400,60,120
3780,2064,2400,60,120
3781,2064,2400,60,120
3782,688,800,20,40
3783,688,800,20,40
3784,2064,2400,60,120
3785,2064,2400,60,120
3786,2064,2400,60,120
3787,2064,2400,60,120
3788,2064,2400,60,120
3789,2064,2400,60,120
3790,688,800,20,40
3791,688,800,20,40
3792,2064,2400,60,120
3793,2064,2400,60,120
3794,2064,2400,60,120
3795,2064,2400,60,120
3796,2064,2400,60,120
3797,2064,2400,60,120
3798,688,800,20,40
3799,688,800,20,40
3800,2064,2400,60,120
3801,2064,2400,60,120
3802,2064,2400,60,120
3803,2064,2400,60,120
3804,2064,2400,60,120
3805,2064,2400,60,120
3806,688,800,20,40
3807,688,800,-20,40
3808,2064,2400,-21,120
3809,2064,2400,-21,120
3810,2064,2400,-22,120
3811,2064,2400,-22,120
3812,2064,2400,-24,120
3813,2064,2400,-24,120
3814,688,800,-24,40
3815,688,800,-25,40
3816,2064,2400,-25,120
3817,2064,2400,-26,120
3818,2064,2400,-26,120
3819,2064,2400,-27,120
3820,2064,2400,-27,120
3821,2064,2400,-29,120
3822,688,800,-29,40
3823,688,800,-29,40
3824,2064,2400,-30,120
3825,2064,2400,-30,120
3826,2064,2400,-30,120
3827,2064,2400,-31,120
3828,2064,2400,-31,120
3829,2064,2400,-32,120
3830,688,800,-32,40
3831,688,800,-34,40
3832,2064,2400,-34,120
3833,2064,2400,-34,120
3834,2064,2400,-35,120
3835,2064,2400,-35,120
3836,2064,2400,-35,120
3837,2064,2400,-36,120
3838,688,800,-36,40
3839,688,800,-37,40
3840,2064,2400,-37,120
3841,2064,2400,-37,120
3842,2064,2400,-39,120
3843,-688,-800,-39,-40
3844,-688,-800,-39,-40
3845,688,800,-40,40
3846,688,800,-40,40
3847,688,800,-40,40
3848,688,800,-40,40
3849,688,800,-40,40
3850,688,800,-40,40
3851,-688,-800,-39,-40
3852,-688,-800,-36,-40
3853,688,800,-32,40
3854,688,800,-26,40
3855,688,800,-17,40
3856,688,800,-9,40
3857,688,800,1,40
3858,688,800,10,40
3859,-688,-800,19,-40
3860,-688,-800,26,-40
3861,688,800,34,40
3862,688,800,39,40
3863,688,800,43,40
3864,688,800,44,40
3865,688,800,45,40
3866,688,800,44,40
3867,-688,-800,41,-40
3868,-688,-800,38,-40
3869,688,800,34,40
3870,688,800,29,40
3871,688,800,24,40
3872,688,800,20,40
3873,688,800,15,40
3874,688,800,10,40
3875,-688,-800,5,-40
3876,-688,-800,1,-40
3877,688,800,-4,40
3878,688,800,-7,40
3879,688,800,-10,40
3880,688,800,-12,40
3881,688,800,-15,40
3882,688,800,-17,40
3883,-688,-800,-20,-40
3884,-688,-800,-21,-40
3885,688,800,-21,40
3886,688,800,-22,40
3887,688,800,-22,40
3888,688,800,-22,40
3889,688,800,-22,40
3890,688,800,-22,40
3891,-688,-800,-22,-40
3892,-688,-800,-22,-40
3893,688,800,-22,40
3894,688,800,-21,40
3895,688,800,-21,40
3896,688,800,-21,40
3897,688,800,-21,40
3898,688,800,-21,40
3899,-688,-800,-21,-40
3900,-688,-800,-22,-40
3901,688,800,-22,40
3902,688,800,-22,40
3903,688,800,-24,40
3904,688,800,81,40
3905,688,800,80,40
3906,688,800,80,40
3907,-688,-800,80,-40
3908,-688,-800,79,-40
3909,688,800,79,40
3910,688,800,78,40
3911,688,800,78,40
3912,688,800,77,40
3913,688,800,77,40
3914,688,800,77,40
3915,-688,-800,76,-40
3916,-688,-800,76,-40
3917,688,800,75,40
3918,688,800,75,40
3919,688,800,75,40
3920,688,800,74,40
3921,688,800,74,40
3922,688,800,74,40
3923,-688,-800,73,-40
3924,-688,-800,73,-40
3925,688,800,73,40
3926,688,800,72,40
3927,0,800,72,40
3928,0,800,72,40
3929,0,800,71,40
3930,0,800,71,40
3931,0,-800,71,-40
3932,0,-800,70,-40
3933,0,800,70,40
3934,0,800,69,40
3935,-215,800,69,-142
3936,-215,800,69,-142
3937,-215,800,68,-142
3938,-215,800,68,-142
3939,-215,-800,68,-142
3940,-215,-800,68,-140
3941,-215,800,68,-137
3942,-215,800,68,-132
3943,-215,800,68,-127
3944,-215,800,68,-122
3945,-215,800,70,-115
3946,-172,800,73,-105
3947,-215,-800,78,-92
3948,-172,-800,84,-82
3949,-172,800,92,-75
3950,-129,800,100,-72
3951,-129,800,108,-67
3952,-129,800,116,-65
3953,-86,800,122,-57
3954,-86,800,129,-52
3955,-43,-800,134,-45
3956,0,-800,138,-42
3957,0,800,141,-40
3958,0,800,142,-37
3959,43,800,142,-35
3960,86,800,141,-32
3961,129,800,139,-30
3962,172,800,137,-30
3963,172,-800,133,-30
3964,172,-800,130,-30
3965,215,800,125,-32
3966,172,800,121,-32
3967,172,800,117,-35
3968,172,-800,113,-37
3969,129,-800,109,-40
3970,86,800,105,-42
3971,43,800,102,-45
3972,0,800,99,-47
3973,0,800,96,-50
3974,0,800,93,-55
3975,0,800,91,-57
3976,0,-800,89,-62
3977,0,-800,88,-67
3978,0,800,86,-70
3979,0,800,85,-75
3980,0,800,84,-80
3981,-43,800,84,-82
3982,0,800,84,-87
3983,0,800,84,-90
3984,2322,-800,84,-95
3985,-602,-800,84,-97
3986,-129,800,85,-97
3987,-43,800,85,-97
3988,0,800,85,-97
3989,0,800,85,-97
3990,0,800,85,-97
3991,0,800,85,-97
3992,0,-800,85,-100
3993,0,-800,85,-100
3994,0,800,85,-102
3995,0,800,84,-102
3996,0,800,84,-105
3997,0,800,84,-107
3998,0,800,83,-107
3999,0,800,83,-107
4000,0,-800,82,-110
4001,-43,-800,82,-110
4002,-43,800,81,-110
4003,0,800,81,-112
4004,-86,800,80,-112
4005,-129,800,79,-115
4006,-86,800,79,-117
4007,-129,800,79,-117
4008,-86,-800,78,-120
4009,-86,-800,78,-122
4010,-129,800,77,-125
4011,-86,800,77,-127
4012,-86,800,76,-130
4013,-86,800,76,-130
4014,-86,800,76,-132
4015,-86,800,75,-135
4016,-86,-800,75,-135
4017,-86,-800,74,-137
4018,43,800,74,-137
4019,430,800,74,-140
4020,903,800,73,-140
4021,1290,800,73,-140
4022,989,800,72,-140
4023,215,800,72,-140
4024,-86,-800,72,-140
4025,-129,-800,71,-140
4026,0,800,71,-137
4027,-129,800,71,-137
4028,-4,800,70,-137
4029,-5,800,70,-137
4030,-5,800,69,-137
4031,-5,800,69,-140
4032,-5,-800,69,-140
4033,-5,-800,68,-140
4034,-5,800,68,-137
4035,-5,800,68,-135
4036,-5,800,68,48
4037,-5,800,69,50
4038,-5,800,70,53
4039,-5,800,72,56
4040,-5,-800,76,60
4041,-5,-800,82,64
4042,-5,800,90,67
4043,-5,800,98,70
4044,-4,800,106,71
4045,-4,800,114,72
4046,-3,800,122,75
4047,-2,800,129,77
4048,-2,-800,135,80
4049,-2,-800,140,82
4050,0,800,143,83
4051,0,800,146,84
4052,0,800,147,85
4053,1,800,147,86
4054,2,800,147,87
4055,3,800,145,88
4056,4,-800,142,88
4057,4,-800,139,88
4058,4,800,135,88
4059,4,800,131,87
4060,4,800,126,87
4061,4,800,122,86
4062,3,800,118,85
4063,2,800,113,84
4064,2,-800,109,83
4065,1,-800,106,82
4066,0,800,102,81
4067,0,800,100,79
4068,0,800,97,78
4069,0,800,95,76
4070,0,800,93,74
4071,0,800,91,72
4072,0,-800,89,71
4073,-1,-800,88,69
4074,0,800,87,68
4075,-1,800,87,66
4076,0,800,86,64
4077,-1,800,86,63
4078,50,800,86,62
4079,-15,800,87,61
4080,-2,-800,87,61
4081,-1,-800,87,61
4082,0,800,87,62
4083,0,800,87,62
4084,0,800,87,61
4085,0,800,87,61
4086,0,800,87,60
4087,0,800,87,60
4088,0,-800,86,59
4089,0,-800,86,59
4090,0,800,86,58
4091,0,800,85,58
4092,0,800,85,57
4093,0,-800,84,57
4094,0,-800,84,57
4095,-1,800,83,56
4096,0,800,82,56
4097,-1,800,82,56
4098,-2,800,81,55
4099,-2,800,81,54
4100,-2,800,80,54
4101,-2,-800,80,53
4102,-3,-800,79,52
4103,-2,800,79,51
4104,-2,800,78,50
4105,-2,800,78,49
4106,-2,800,77,49
4107,-2,800,77,48
4108,-2,800,78,47
4109,-2,-800,77,47
4110,-2,-800,76,46
4111,-2,800,76,46
4112,3,800,75,45
4113,12,800,75,45
4114,24,800,74,45
4115,30,800,74,45
4116,17,800,73,45
4117,3,-800,73,45
4118,-3,-800,73,45
4119,-1,800,72,45
4120,0,800,72,45
4121,-3,800,71,45
4122,-4,800,71,45
4123,-5,800,70,45
4124,-5,800,70,45
4125,-5,-800,70,45
4126,-5,-800,69,45
4127,-5,800,69,45
4128,-5,800,69,46
4129,-5,800,68,47
4130,-5,800,69,49
4131,-5,800,69,51
4132,-5,800,71,54
4133,-5,-800,74,57
4134,-5,-800,79,61
4135,-5,800,85,66
4136,-4,800,94,69
4137,-5,800,102,71
4138,-4,800,111,72
4139,-3,800,119,73
4140,-2,800,126,75
4141,-3,-800,133,78
4142,-2,-800,138,80
4143,-1,800,143,82
4144,0,800,146,83
4145,0,800,149,84
4146,0,800,150,85
4147,1,800,150,86
4148,2,800,149,87
4149,3,-800,147,87
4150,4,-800,144,88
4151,4,800,140,88
4152,4,800,136,87
4153,5,800,132,87
4154,4,800,128,87
4155,4,800,123,86
4156,3,800,119,85
4157,2,-800,114,84
4158,1,-800,111,83
4159,0,800,107,82
4160,0,800,103,80
4161,0,800,100,79
4162,0,800,98,77
4163,0,800,95,75
4164,0,800,94,74
4165,0,-800,92,72
4166,0,-800,91,70
4167,-1,800,90,68
4168,0,800,89,67
4169,-1,800,88,65
4170,-1,800,88,63
4171,42,800,88,62
4172,-6,800,88,61
4173,-16,-800,88,61
4174,-2,-800,88,61
4175,0,800,88,61
4176,0,800,88,62
4177,0,800,88,62
4178,0,800,89,61
4179,0,800,89,61
4180,0,800,88,60
4181,0,-800,88,60
4182,0,-800,88,59
4183,0,800,87,59
4184,0,800,86,59
4185,0,800,86,58
4186,0,800,85,58
4187,0,800,86,58
4188,0,800,86,58
4189,0,-800,86,57
4190,0,-800,84,57
4191,0,800,83,57
4192,-1,800,82,56
4193,-1,800,81,56
4194,-1,800,80,56
4195,-1,800,80,55
4196,-2,800,80,55
4197,-1,-800,80,54
4198,-1,-800,80,54
4199,-1,800,79,53
4200,-2,800,79,53
4201,-1,800,77,52
4202,-1,800,76,52
4203,-2,800,76,52
4204,-1,800,76,52
4205,-2,-800,76,51
4206,4,-800,76,51
4207,15,800,76,51
4208,26,800,74,51
4209,30,800,73,51
4210,13,800,74,51
4211,2,800,75,51
4212,-3,800,75,52
4213,0,-800,73,52
4214,-3,-800,73,53
4215,-4,800,72,54
4216,-5,800,72,54
4217,-5,800,72,54
4218,-5,800,71,54
4219,-5,800,70,55
4220,-5,2400,70,55
4221,-5,2400,70,55
4222,-5,2400,70,56
4223,-5,2400,70,57
4224,-5,2400,70,59
4225,-5,2400,71,62
4226,-5,800,73,66
4227,-5,800,78,71
4228,-5,2400,84,74
4229,-5,2400,92,76
4230,-4,2400,102,78
4231,-4,2400,111,80
4232,-3,2400,119,83
4233,-3,2400,124,86
4234,-2,800,130,90
4235,-2,800,137,92
4236,0,2400,145,94
4237,0,2400,150,96
4238,0,2400,153,97
4239,1,2400,155,99
4240,2,2400,156,101
4241,2,2400,155,102
4242,4,800,154,103
4243,4,800,151,103
4244,6,2400,148,103
4245,6,2400,146,102
4246,7,2400,143,100
4247,7,2400,140,98
4248,6,2400,135,100
4249,6,2400,125,104
4250,5,800,116,105
4251,4,800,111,103
4252,4,2400,109,100
4253,4,2400,105,98
4254,4,2400,101,98
4255,4,2400,99,98
4256,3,2400,98,96
4257,3,2400,98,92
4258,2,800,100,88
4259,3,800,102,86
4260,2,2400,103,86
4261,1,2400,102,87
4262,0,2400,97,85
4263,0,2400,92,82
4264,0,2400,89,79
4265,24,2400,87,75
4266,-10,800,87,74
4267,-2,800,87,75
4268,0,2400,86,77
4269,0,2400,87,78
4270,0,2400,88,77
4271,1,2400,89,77
4272,0,2400,90,77
4273,0,2400,91,78
4274,0,800,92,79
4275,0,800,92,80
4276,0,2400,91,81
4277,0,2400,90,81
4278,0,2400,88,81
4279,0,2400,86,81
4280,-1,2400,85,82
4281,-1,2400,84,82
4282,0,800,84,82
4283,-1,800,85,81
4284,-1,2400,86,79
4285,-2,2400,86,77
4286,-2,2400,83,75
4287,-3,2400,81,74
4288,-2,2400,81,74
4289,-3,2400,81,74
4290,-3,800,81,73
4291,-3,800,84,72
4292,-3,2400,90,70
4293,-3,2400,90,69
4294,-2,2400,85,70
4295,-3,0,79,71
4296,-2,0,75,71
4297,-4,0,75,69
4298,-5,0,78,67
4299,-2,50,80,66
4300,6,50,80,67
4301,18,100,80,69
4302,29,0,79,69
4303,31,-50,78,68
4304,8,-150,77,68
4305,-2,-650,77,68
4306,-7,-500,78,68
4307,-5,-400,78,69
4308,-5,-250,77,70
4309,-6,-100,75,70
4310,-7,-50,74,70
4311,-7,0,73,71
4312,-7,0,71,72
4313,-7,0,68,73
4314,-7,0,65,74
4315,-7,50,67,73
4316,-7,50,72,72
4317,-7,100,76,71
4318,-7,100,78,70
4319,-7,100,80,70
4320,-7,100,82,71
4321,-7,200,87,74
4322,-7,200,94,76
4323,-7,-350,103,80
4324,-7,-350,111,83
4325,-7,-350,120,86
4326,-7,-300,129,88
4327,-6,-300,137,90
4328,-6,-350,144,91
4329,-6,-300,151,92
4330,-5,-250,159,94
4331,-5,-250,163,96
4332,-3,-200,162,98
4333,-2,-150,160,100
4334,0,-100,157,102
4335,0,-100,156,103
4336,0,-50,157,104
4337,0,0,157,104
4338,1,0,156,103
4339,2,100,152,103
4340,3,50,147,102
4341,1,50,142,102
4342,1,50,137,102
4343,0,0,133,101
4344,0,50,130,100
4345,0,0,126,98
4346,0,0,122,97
4347,0,0,118,95
4348,0,0,114,94
4349,-2,-50,111,93
4350,-2,-50,108,91
4351,-2,-100,105,90
4352,-2,-100,103,89
4353,-2,-50,101,88
4354,-2,-100,99,86
4355,-1,-50,98,84
4356,-2,-50,97,82
4357,-1,-50,97,80
4358,-1,-50,97,78
4359,13,550,97,77
4360,-7,650,97,76
4361,-1,-350,96,76
4362,0,0,96,77
4363,0,0,97,80
4364,1,50,96,83
4365,1,100,96,84
4366,1,50,95,84
4367,0,50,95,84
4368,0,50,95,83
4369,0,0,95,83
4370,0,0,95,84
4371,0,0,94,84
4372,0,0,93,84
4373,0,0,92,83
4374,0,0,92,82
4375,0,0,92,81
4376,0,-50,92,81
4377,0,0,92,80
4378,-1,-50,91,80
4379,-2,-50,89,80
4380,-2,-100,88,79
4381,-2,-100,87,78
4382,-2,-100,87,77
4383,-2,-100,87,77
4384,-2,-100,86,76
4385,-2,-100,84,75
4386,-2,-100,84,75
4387,-2,-100,84,74
4388,-2,-100,84,73
4389,-2,-100,83,73
4390,-1,-50,83,72
4391,-2,-100,83,72
4392,-2,-150,82,71
4393,2,50,82,70
4394,13,450,81,70
4395,26,950,81,70
4396,35,1350,80,70
4397,24,900,80,69
4398,6,250,80,69
4399,-4,-100,79,69
4400,-5,-100,79,68
4401,-2,0,79,68
4402,-4,-150,78,68
4403,-5,-200,77,68
4404,-5,-250,76,68
4405,-5,-250,76,68
4406,-5,-250,76,68
4407,-5,-250,75,68
4408,-5,-250,74,67
4409,-5,-250,74,67
4410,-5,-250,73,66
4411,-5,-250,74,65
4412,-5,-250,74,65
4413,-5,-250,76,65
4414,-5,-250,79,66
4415,-5,-250,84,67
4416,-5,-5,91,69
4417,-5,-5,100,71
4418,-5,-5,109,74
4419,-5,-5,117,76
4420,-5,-5,125,78
4421,-4,-5,133,79
4422,-3,-4,139,81
4423,-2,-3,145,82
4424,-2,-3,149,83
4425,-1,-2,152,85
4426,0,-2,154,86
4427,0,-1,155,87
4428,0,0,154,88
4429,1,0,153,88
4430,2,1,150,88
4431,4,2,147,87
4432,4,2,144,87
4433,4,3,139,87
4434,5,4,135,86
4435,4,3,131,85
4436,4,4,126,83
4437,3,2,122,82
4438,3,2,118,81
4439,2,2,114,79
4440,1,1,110,78
4441,0,0,107,76
4442,0,0,104,74
4443,0,0,101,73
4444,0,0,99,71
4445,0,0,97,70
4446,0,0,95,68
4447,0,0,93,66
4448,0,0,92,63
4449,0,0,91,61
4450,0,0,91,59
4451,0,0,91,58
4452,25,0,91,58
4453,14,26,90,59
4454,-11,-9,90,61
4455,-1,-1,91,62
4456,0,0,91,63
4457,0,0,91,63
4458,0,1,91,63
4459,0,1,91,62
4460,0,1,91,62
4461,1,1,90,62
4462,0,1,90,61
4463,0,0,90,61
4464,0,0,89,60
4465,0,0,89,60
4466,0,0,88,59
4467,0,0,88,59
4468,0,0,87,58
4469,0,0,87,58
4470,0,0,86,57
4471,0,0,86,56
4472,-1,-1,85,56
4473,-2,0,84,55
4474,-2,-2,84,54
4475,-2,-1,83,53
4476,-2,-2,83,53
4477,-2,-2,82,52
4478,-2,-2,81,51
4479,-2,-2,81,50
4480,-2,-2,80,50
4481,-2,-2,80,49
4482,-2,-2,79,49
4483,-2,-2,79,48
4484,-2,-1,78,47
4485,-2,-2,78,47
4486,-2,-2,78,46
4487,4,2,77,45
4488,15,10,77,45
4489,27,19,76,44
4490,32,23,76,44
4491,13,8,76,44
4492,2,2,75,44
4493,-3,-2,75,44
4494,0,2,74,44
4495,-3,-1,74,45
4496,-3,-2,73,46
4497,-4,-3,73,46
4498,-5,-3,72,47
4499,-5,-4,72,47
4500,-5,-4,72,47
4501,-5,-4,71,46
4502,-5,-4,71,46
4503,-5,-4,71,46
4504,-4,-4,71,47
4505,-4,-3,71,48
4506,-4,-4,71,49
4507,-3,-3,72,51
4508,-4,-4,73,54
4509,-4,-3,76,57
4510,-5,-4,81,61
4511,-4,-4,87,65
4512,-5,-3,95,68
4513,-4,-4,102,71
4514,-5,-4,110,72
4515,-4,-4,117,73
4516,-4,-4,123,74
4517,-3,-3,128,76
4518,-2,-2,132,77
4519,0,-2,135,79
4520,0,-1,136,80
4521,0,0,136,80
4522,1,0,135,81
4523,2,0,133,81
4524,2,0,130,81
4525,3,1,127,81
4526,4,2,123,81
4527,4,3,119,80
4528,5,3,115,80
4529,4,4,111,79
4530,3,2,107,78
4531,2,2,103,77
4532,0,1,100,76
4533,0,1,97,75
4534,0,0,94,74
4535,0,0,92,73
4536,0,0,90,71
4537,-1,0,88,69
4538,0,0,86,67
4539,-1,0,84,66
4540,0,2,83,64
4541,2,3,82,63
4542,5,6,82,61
4543,10,9,81,59
4544,13,11,81,58
4545,16,13,81,56
4546,64,9,81,56
4547,6,54,82,56
4548,6,-9,82,56
4549,-6,-29,82,57
4550,-24,-54,82,57
4551,-43,-73,82,57
4552,-54,-81,83,57
4553,-55,-66,83,56
4554,-41,-48,82,55
4555,-33,-33,82,55
4556,-13,-9,82,54
4557,-3,3,82,54
4558,0,6,82,53
4559,0,7,82,53
4560,0,7,81,52
4561,0,8,81,51
4562,1,8,80,50
4563,1,8,80,50
4564,2,9,80,50
4565,3,10,80,51
4566,4,11,79,52
4567,3,11,79,53
4568,4,12,79,53
4569,4,13,79,53
4570,5,14,79,52
4571,6,16,78,51
4572,8,17,78,49
4573,9,19,78,48
4574,11,21,78,48
4575,13,23,78,49
4576,14,24,79,50
4577,15,26,79,51
4578,16,26,80,53
4579,17,27,80,53
4580,17,26,81,54
4581,17,26,81,54
4582,17,24,81,55
4583,16,21,81,55
4584,15,19,80,56
4585,12,16,80,56
4586,10,13,79,56
4587,8,9,79,56
4588,6,6,78,56
4589,4,4,77,56
4590,2,2,76,55
4591,1,0,74,55
4592,0,0,73,55
4593,0,-1,72,54
4594,0,-2,72,54
4595,-1,-2,71,54
4596,-2,-2,70,54
4597,-1,-2,69,53
4598,-2,-2,68,52
4599,-1,-2,67,52
4600,-2,-2,67,52
4601,-1,-2,67,52
4602,-2,-2,66,53
4603,-1,-2,67,53
4604,-2,-2,67,52
4605,-1,-2,67,52
4606,0,-1,68,52
4607,0,-1,68,52
4608,0,-1,68,52
4609,0,-1,67,52
4610,0,0,67,52
4611,0,0,67,52
4612,0,0,67,51
4613,0,0,68,51
4614,0,-1,68,50
4615,0,0,67,50
4616,0,0,67,50
4617,1,0,66,50
4618,1,0,65,49
4619,2,1,65,48
4620,0,-1,65,48
4621,-1,-2,65,47
4622,-2,-2,65,47
4623,-2,-2,66,46
4624,-2,-2,66,46
4625,-2,-2,65,46
4626,-2,-2,65,45
4627,-2,-3,64,45
4628,-3,-2,64,45
4629,-3,-3,64,45
4630,-4,-3,64,45
4631,-4,-4,63,44
4632,55,-3,63,43
4633,2,52,64,43
4634,-17,-17,64,42
4635,-6,-6,64,42
4636,-5,-5,64,42
4637,-3,-3,63,42
4638,-2,-2,63,42
4639,-2,-1,62,41
4640,-1,-1,62,41
4641,-2,-2,62,40
4642,-2,-2,62,40
4643,-2,-2,61,41
4644,-3,-2,61,41
4645,-4,-3,61,41
4646,-3,-2,61,40
4647,-3,-3,61,39
4648,-2,-2,61,40
4649,-3,-3,61,40
4650,-3,-3,61,40
4651,-2,-2,61,40
4652,-2,-2,60,39
4653,-3,-3,60,39
4654,-4,-4,60,38
4655,-2,-2,60,39
4656,-2,-2,60,39
4657,-3,-3,60,38
4658,-3,-4,60,38
4659,-3,-3,60,37
4660,-2,-2,60,36
4661,-2,-2,60,36
4662,-2,-2,60,36
4663,-2,-2,60,36
4664,-2,-2,60,35
4665,-1,-2,59,35
4666,4,2,59,35
4667,13,7,59,35
4668,26,15,59,35
4669,30,19,59,35
4670,15,7,59,35
4671,2,1,59,35
4672,-3,-1,59,35
4673,0,2,58,35
4674,-3,-1,58,35
4675,-5,-2,58,36
4676,-6,-4,58,36
4677,-7,-5,58,36
4678,-7,-5,57,36
4679,-7,-5,57,37
4680,-8,-5,57,38
4681,-7,-5,56,40
4682,-7,-5,56,43
4683,-7,-5,56,47
4684,-7,-5,57,51
4685,-7,-5,58,56
4686,-6,-5,61,60
4687,-5,-5,66,64
4688,-5,-4,73,66
4689,-5,-4,82,69
4690,-2,-3,90,72
4691,-2,-2,99,76
4692,0,-2,106,80
4693,0,-2,113,83
4694,0,-1,119,86
4695,1,-1,123,88
4696,2,0,126,91
4697,1,-1,127,93
4698,2,0,126,95
4699,2,-1,125,96
4700,2,0,122,96
4701,2,0,119,96
4702,4,0,116,97
4703,4,1,113,97
4704,6,2,109,97
4705,6,3,105,96
4706,6,3,102,95
4707,6,3,98,94
4708,5,4,95,93
4709,6,3,92,92
4710,4,2,89,91
4711,4,2,87,89
4712,2,2,85,88
4713,2,1,83,86
4714,0,0,81,84
4715,0,0,80,83
4716,0,0,79,81
4717,0,0,79,79
4718,0,0,78,77
4719,0,0,77,75
4720,0,-1,77,73
4721,0,0,77,71
4722,-1,-1,77,70
4723,0,0,77,67
4724,-1,-1,77,66
4725,-1,-1,77,64
4726,56,-1,77,62
4727,-13,52,77,61
4728,-5,-13,77,61
4729,-1,-2,78,61
4730,0,0,78,62
4731,0,0,78,62
4732,0,0,78,63
4733,0,0,78,62
4734,0,0,78,62
